#srch1
CSM1DC-001	妙蛙种子 bulbasaur pokemon g basic csm1dc a  草  飞叶快刀 30\n\n\n 飞叶快刀 gc 30
CSV9.5C-244	猛雷鼓ex raging bolt ex pokemon ex  "ancient"  n basic csv9 5c h  飞溅咆哮 \n将自己的手牌全部放于弃牌区 从牌库上方抽取6张卡牌 \n\n 雷  斗  极雷轰 70×\n将自己场上宝可梦身上附着的任意数量的基本能量放于弃牌区 造成其张数×70伤害 \n\n 飞溅咆哮 c 将自己的手牌全部放于弃牌区 从牌库上方抽取6张卡牌  极雷轰 lf 70× 将自己场上宝可梦身上附着的任意数量的基本能量放于弃牌区 造成其张数×70伤害 
CSVM2aC-008	猛雷鼓ex raging bolt ex pokemon ex  "ancient"  n basic csvm2ac h  无  飞溅咆哮 \n将自己的手牌全部放于弃牌区 从牌库上方抽取6张卡牌 \n\n 雷  斗  极雷轰 70×\n将自己场上宝可梦身上附着的任意数量的基本能量放于弃牌区 造成其张数×70伤害 \n\n 飞溅咆哮 c 将自己的手牌全部放于弃牌区 从牌库上方抽取6张卡牌  极雷轰 lf 70× 将自己场上宝可梦身上附着的任意数量的基本能量放于弃牌区 造成其张数×70伤害 
CSV8C-096	铁磐岩 iron boulder pokemon  "future"  p basic csv8c h  超  调节角击 170\n如果自己的手牌与对手的手牌张数不同的话 则这个招式失败 \n\n 调节角击 pc 170 如果自己的手牌与对手的手牌张数不同的话 则这个招式失败 
CSV9.5C-084	铁磐岩 iron boulder pokemon  "future"  p basic csv9 5c h  超  调节角击 170\n如果自己的手牌与对手的手牌张数不同的话 则这个招式失败 \n\n 调节角击 pc 170 如果自己的手牌与对手的手牌张数不同的话 则这个招式失败 
CSVH4C-011	铁磐岩 iron boulder pokemon  "future"  p basic csvh4c h  超  调节角击 170\n如果自己的手牌与对手的手牌张数不同的话 则这个招式失败 \n\n 调节角击 pc 170 如果自己的手牌与对手的手牌张数不同的话 则这个招式失败 
CSV7C-134	铁磐岩ex iron boulder ex pokemon ex  "future"  f basic csv7c h  斗  还击斧 60\n在下一个对手的回合 当这只宝可梦受到招式的伤害时 将8个伤害指示物放置于使用了招式的宝可梦身上 \n\n 斗  斗  力量重压 200\n选择这只宝可梦身上附着的2个能量 放于弃牌区 \n\n 还击斧 fc 60 在下一个对手的回合 当这只宝可梦受到招式的伤害时 将8个伤害指示物放置于使用了招式的宝可梦身上  力量重压 ffc 200 选择这只宝可梦身上附着的2个能量 放于弃牌区 
CSV7C-224	铁磐岩ex iron boulder ex pokemon ex  "future"  f basic csv7c h  斗  还击斧 60\n在下一个对手的回合 当这只宝可梦受到招式的伤害时 将8个伤害指示物放置于使用了招式的宝可梦身上 \n\n 斗  斗  力量重压 200\n选择这只宝可梦身上附着的2个能量 放于弃牌区 \n\n 还击斧 fc 60 在下一个对手的回合 当这只宝可梦受到招式的伤害时 将8个伤害指示物放置于使用了招式的宝可梦身上  力量重压 ffc 200 选择这只宝可梦身上附着的2个能量 放于弃牌区 
CSV7C-243	铁磐岩ex iron boulder ex pokemon ex  "future"  f basic csv7c h  斗  还击斧 60\n在下一个对手的回合 当这只宝可梦受到招式的伤害时 将8个伤害指示物放置于使用了招式的宝可梦身上 \n\n 斗  斗  力量重压 200\n选择这只宝可梦身上附着的2个能量 放于弃牌区 \n\n 还击斧 fc 60 在下一个对手的回合 当这只宝可梦受到招式的伤害时 将8个伤害指示物放置于使用了招式的宝可梦身上  力量重压 ffc 200 选择这只宝可梦身上附着的2个能量 放于弃牌区 
CSV7C-255	铁磐岩ex iron boulder ex pokemon ex  "future"  f basic csv7c h  斗  还击斧 60\n在下一个对手的回合 当这只宝可梦受到招式的伤害时 将8个伤害指示物放置于使用了招式的宝可梦身上 \n\n 斗  斗  力量重压 200\n选择这只宝可梦身上附着的2个能量 放于弃牌区 \n\n 还击斧 fc 60 在下一个对手的回合 当这只宝可梦受到招式的伤害时 将8个伤害指示物放置于使用了招式的宝可梦身上  力量重压 ffc 200 选择这只宝可梦身上附着的2个能量 放于弃牌区 
SVP-192	铁磐岩ex iron boulder ex pokemon ex  "future"  f basic svp h  斗  还击斧 60\n在下一个对手的回合 当这只宝可梦受到招式的伤害时 将8个伤害指示物放置于使用了招式的宝可梦身上 \n\n 斗  斗  力量重压 200\n选择这只宝可梦身上附着的2个能量 放于弃牌区 \n\n 还击斧 fc 60 在下一个对手的回合 当这只宝可梦受到招式的伤害时 将8个伤害指示物放置于使用了招式的宝可梦身上  力量重压 ffc 200 选择这只宝可梦身上附着的2个能量 放于弃牌区 
CSV9C-143	铁头壳 iron crown pokemon  "future"  m basic csv9c h  钢  删除之刃 40+\n如果对手的备战宝可梦的数量在3只及以上的话 则追加造成80伤害 \n\n 钢  薄片利刃 100\n\n\n 删除之刃 mc 40+ 如果对手的备战宝可梦的数量在3只及以上的话 则追加造成80伤害  薄片利刃 mcc 100
CSV7C-111	铁头壳ex iron crown ex pokemon ex  "future"  p basic csv7c h 特性  蔚蓝指令\n只要这只宝可梦在场上 自己的 未来 宝可梦 除 铁头壳 ex  外 所使用的招式 给对手战斗宝可梦造成的伤害 +20  \n\n 超  双刃 \n给对手的2只宝可梦 各造成50伤害 这个招式的伤害 不计算弱点 抗性 以及受到伤害的宝可梦身上所附加的效果 \n\n 双刃 pcc 给对手的2只宝可梦 各造成50伤害 这个招式的伤害 不计算弱点 抗性 以及受到伤害的宝可梦身上所附加的效果  蔚蓝指令 只要这只宝可梦在场上 自己的 未来 宝可梦 除 铁头壳 ex  外 所使用的招式 给对手战斗宝可梦造成的伤害 +20  
CSV7C-222	铁头壳ex iron crown ex pokemon ex  "future"  p basic csv7c h 特性  蔚蓝指令\n只要这只宝可梦在场上 自己的 未来 宝可梦 除 铁头壳 ex  外 所使用的招式 给对手战斗宝可梦造成的伤害 +20  \n\n 超  双刃 \n给对手的2只宝可梦 各造成50伤害 这个招式的伤害 不计算弱点 抗性 以及受到伤害的宝可梦身上所附加的效果 \n\n 双刃 pcc 给对手的2只宝可梦 各造成50伤害 这个招式的伤害 不计算弱点 抗性 以及受到伤害的宝可梦身上所附加的效果  蔚蓝指令 只要这只宝可梦在场上 自己的 未来 宝可梦 除 铁头壳 ex  外 所使用的招式 给对手战斗宝可梦造成的伤害 +20  
CSV7C-241	铁头壳ex iron crown ex pokemon ex  "future"  p basic csv7c h 特性  蔚蓝指令\n只要这只宝可梦在场上 自己的 未来 宝可梦 除 铁头壳 ex  外 所使用的招式 给对手战斗宝可梦造成的伤害 +20  \n\n 超  双刃 \n给对手的2只宝可梦 各造成50伤害 这个招式的伤害 不计算弱点 抗性 以及受到伤害的宝可梦身上所附加的效果 \n\n 双刃 pcc 给对手的2只宝可梦 各造成50伤害 这个招式的伤害 不计算弱点 抗性 以及受到伤害的宝可梦身上所附加的效果  蔚蓝指令 只要这只宝可梦在场上 自己的 未来 宝可梦 除 铁头壳 ex  外 所使用的招式 给对手战斗宝可梦造成的伤害 +20  
CSV7C-254	铁头壳ex iron crown ex pokemon ex  "future"  p basic csv7c h 特性  蔚蓝指令\n只要这只宝可梦在场上 自己的 未来 宝可梦 除 铁头壳 ex  外 所使用的招式 给对手战斗宝可梦造成的伤害 +20  \n\n 超  双刃 \n给对手的2只宝可梦 各造成50伤害 这个招式的伤害 不计算弱点 抗性 以及受到伤害的宝可梦身上所附加的效果 \n\n 双刃 pcc 给对手的2只宝可梦 各造成50伤害 这个招式的伤害 不计算弱点 抗性 以及受到伤害的宝可梦身上所附加的效果  蔚蓝指令 只要这只宝可梦在场上 自己的 未来 宝可梦 除 铁头壳 ex  外 所使用的招式 给对手战斗宝可梦造成的伤害 +20  
CSV9.5C-085	铁头壳ex iron crown ex pokemon ex  "future"  p basic csv9 5c h 特性  蔚蓝指令\n只要这只宝可梦在场上 自己的 未来 宝可梦 除 铁头壳 ex  外 所使用的招式 给对手战斗宝可梦造成的伤害 +20  \n\n 超  双刃 \n给对手的2只宝可梦 各造成50伤害 这个招式的伤害 不计算弱点 抗性 以及受到伤害的宝可梦身上所附加的效果 \n\n 双刃 pcc 给对手的2只宝可梦 各造成50伤害 这个招式的伤害 不计算弱点 抗性 以及受到伤害的宝可梦身上所附加的效果  蔚蓝指令 只要这只宝可梦在场上 自己的 未来 宝可梦 除 铁头壳 ex  外 所使用的招式 给对手战斗宝可梦造成的伤害 +20  
CSV9.5C-236	铁头壳ex iron crown ex pokemon ex  "future"  p basic csv9 5c h 特性  蔚蓝指令\n只要这只宝可梦在场上 自己的 未来 宝可梦 除 铁头壳 ex  外 所使用的招式 给对手战斗宝可梦造成的伤害 +20  \n\n 超  双刃 \n给对手的2只宝可梦 各造成50伤害 这个招式的伤害 不计算弱点 抗性 以及受到伤害的宝可梦身上所附加的效果 \n\n 双刃 pcc 给对手的2只宝可梦 各造成50伤害 这个招式的伤害 不计算弱点 抗性 以及受到伤害的宝可梦身上所附加的效果  蔚蓝指令 只要这只宝可梦在场上 自己的 未来 宝可梦 除 铁头壳 ex  外 所使用的招式 给对手战斗宝可梦造成的伤害 +20  
CSV9C-174	太乐巴戈斯 terapagos pokemon c basic csv9c h  棱镜充能 \n选择自己牌库中 最多3张属性各不同的基本能量 以任意方式附着于自己的 太晶 宝可梦身上 并重洗牌库 \n\n 坚硬冲撞 100\n\n\n 棱镜充能 c 选择自己牌库中 最多3张属性各不同的基本能量 以任意方式附着于自己的 太晶 宝可梦身上 并重洗牌库  坚硬冲撞 ccc 100
CSV9.5C-156	太乐巴戈斯ex terapagos ex pokemon ex c basic csv9 5c h  同盟打击 30×\n这个招式 在后攻玩家的最初回合无法使用 造成自己备战宝可梦数量×30伤害 \n\n 草  水  雷  皇冠蛋白石 180\n在下一个对手的回合 这只宝可梦不会受到 基础 宝可梦 除 无 宝可梦外 的招式的伤害 \n\n 同盟打击 cc 30× 这个招式 在后攻玩家的最初回合无法使用 造成自己备战宝可梦数量×30伤害  皇冠蛋白石 gwl 180 在下一个对手的回合 这只宝可梦不会受到 基础 宝可梦 除 无 宝可梦外 的招式的伤害 
CSV9.5C-248	太乐巴戈斯ex terapagos ex pokemon ex c basic csv9 5c h  同盟打击 30×\n这个招式 在后攻玩家的最初回合无法使用 造成自己备战宝可梦数量×30伤害 \n\n 草  水  雷  皇冠蛋白石 180\n在下一个对手的回合 这只宝可梦不会受到 基础 宝可梦 除 无 宝可梦外 的招式的伤害 \n\n 同盟打击 cc 30× 这个招式 在后攻玩家的最初回合无法使用 造成自己备战宝可梦数量×30伤害  皇冠蛋白石 gwl 180 在下一个对手的回合 这只宝可梦不会受到 基础 宝可梦 除 无 宝可梦外 的招式的伤害 
CSV9.5C-259	太乐巴戈斯ex terapagos ex pokemon ex c basic csv9 5c h  同盟打击 30×\n这个招式 在后攻玩家的最初回合无法使用 造成自己备战宝可梦数量×30伤害 \n\n 草  水  雷  皇冠蛋白石 180\n在下一个对手的回合 这只宝可梦不会受到 基础 宝可梦 除 无 宝可梦外 的招式的伤害 \n\n 同盟打击 cc 30× 这个招式 在后攻玩家的最初回合无法使用 造成自己备战宝可梦数量×30伤害  皇冠蛋白石 gwl 180 在下一个对手的回合 这只宝可梦不会受到 基础 宝可梦 除 无 宝可梦外 的招式的伤害 
CSV9C-175	太乐巴戈斯ex terapagos ex pokemon ex c basic csv9c h  同盟打击 30×\n这个招式 在后攻玩家的最初回合无法使用 造成自己备战宝可梦数量×30伤害 \n\n 草  水  雷  皇冠蛋白石 180\n在下一个对手的回合 这只宝可梦不会受到 基础 宝可梦 除 无 宝可梦外 的招式的伤害 \n\n 同盟打击 cc 30× 这个招式 在后攻玩家的最初回合无法使用 造成自己备战宝可梦数量×30伤害  皇冠蛋白石 gwl 180 在下一个对手的回合 这只宝可梦不会受到 基础 宝可梦 除 无 宝可梦外 的招式的伤害 
CSV9C-232	太乐巴戈斯ex terapagos ex pokemon ex c basic csv9c h  同盟打击 30×\n这个招式 在后攻玩家的最初回合无法使用 造成自己备战宝可梦数量×30伤害 \n\n 草  水  雷  皇冠蛋白石 180\n在下一个对手的回合 这只宝可梦不会受到 基础 宝可梦 除 无 宝可梦外 的招式的伤害 \n\n 同盟打击 cc 30× 这个招式 在后攻玩家的最初回合无法使用 造成自己备战宝可梦数量×30伤害  皇冠蛋白石 gwl 180 在下一个对手的回合 这只宝可梦不会受到 基础 宝可梦 除 无 宝可梦外 的招式的伤害 
CSV9C-251	太乐巴戈斯ex terapagos ex pokemon ex c basic csv9c h  同盟打击 30×\n这个招式 在后攻玩家的最初回合无法使用 造成自己备战宝可梦数量×30伤害 \n\n 草  水  雷  皇冠蛋白石 180\n在下一个对手的回合 这只宝可梦不会受到 基础 宝可梦 除 无 宝可梦外 的招式的伤害 \n\n 同盟打击 cc 30× 这个招式 在后攻玩家的最初回合无法使用 造成自己备战宝可梦数量×30伤害  皇冠蛋白石 gwl 180 在下一个对手的回合 这只宝可梦不会受到 基础 宝可梦 除 无 宝可梦外 的招式的伤害 
CSV9C-262	太乐巴戈斯ex terapagos ex pokemon ex c basic csv9c h  同盟打击 30×\n这个招式 在后攻玩家的最初回合无法使用 造成自己备战宝可梦数量×30伤害 \n\n 草  水  雷  皇冠蛋白石 180\n在下一个对手的回合 这只宝可梦不会受到 基础 宝可梦 除 无 宝可梦外 的招式的伤害 \n\n 同盟打击 cc 30× 这个招式 在后攻玩家的最初回合无法使用 造成自己备战宝可梦数量×30伤害  皇冠蛋白石 gwl 180 在下一个对手的回合 这只宝可梦不会受到 基础 宝可梦 除 无 宝可梦外 的招式的伤害 
CSV9C-127	桃歹郎 pecharunt pokemon d basic csv9c h 特性  剧毒支配\n只要这只宝可梦在战斗场上 对手处于 中毒 状态的宝可梦 因 中毒 而放置的伤害指示物数量增加5个 \n\n 恶  毒液锁链 10\n令对手的战斗宝可梦陷入 中毒 状态 在下一个对手的回合 受到这个招式影响的宝可梦 无法撤退 \n\n 毒液锁链 dc 10 令对手的战斗宝可梦陷入 中毒 状态 在下一个对手的回合 受到这个招式影响的宝可梦 无法撤退  剧毒支配 只要这只宝可梦在战斗场上 对手处于 中毒 状态的宝可梦 因 中毒 而放置的伤害指示物数量增加5个 
CSVNC-028	桃歹郎 pecharunt pokemon d basic csvnc h 特性  剧毒支配\n只要这只宝可梦在战斗场上 对手处于 中毒 状态的宝可梦 因 中毒 而放置的伤害指示物数量增加5个 \n\n 恶  毒液锁链 10\n令对手的战斗宝可梦陷入 中毒 状态 在下一个对手的回合 受到这个招式影响的宝可梦 无法撤退 \n\n 毒液锁链 dc 10 令对手的战斗宝可梦陷入 中毒 状态 在下一个对手的回合 受到这个招式影响的宝可梦 无法撤退  剧毒支配 只要这只宝可梦在战斗场上 对手处于 中毒 状态的宝可梦 因 中毒 而放置的伤害指示物数量增加5个 
CSVNC-042	桃歹郎 pecharunt pokemon d basic csvnc h 特性  剧毒支配\n只要这只宝可梦在战斗场上 对手处于 中毒 状态的宝可梦 因 中毒 而放置的伤害指示物数量增加5个 \n\n 恶  毒液锁链 10\n令对手的战斗宝可梦陷入 中毒 状态 在下一个对手的回合 受到这个招式影响的宝可梦 无法撤退 \n\n 毒液锁链 dc 10 令对手的战斗宝可梦陷入 中毒 状态 在下一个对手的回合 受到这个招式影响的宝可梦 无法撤退  剧毒支配 只要这只宝可梦在战斗场上 对手处于 中毒 状态的宝可梦 因 中毒 而放置的伤害指示物数量增加5个 
CSV8C-136	桃歹郎ex pecharunt ex pokemon ex d basic csv8c h 特性  支配锁链\n在自己的回合可以使用1次 选择自己备战区中的1只 恶 宝可梦 除 桃歹郎 ex  外  将其与战斗宝可梦互换 然后 令新的战斗宝可梦陷入 中毒 状态 在这个回合 如果已经使用了其他的 支配锁链 的话 则无法使用这个特性 \n\n 恶  恶  焦躁爆破 60×\n造成对手已经获得的奖赏卡张数×60伤害 \n\n 焦躁爆破 dd 60× 造成对手已经获得的奖赏卡张数×60伤害  支配锁链 在自己的回合可以使用1次 选择自己备战区中的1只 恶 宝可梦 除 桃歹郎 ex  外  将其与战斗宝可梦互换 然后 令新的战斗宝可梦陷入 中毒 状态 在这个回合 如果已经使用了其他的 支配锁链 的话 则无法使用这个特性 
